Log file open, 12/18/22 17:32:57
[2022.12.21-00.35.23:063][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeHeightfieldCollisionComponent_427': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_5_0
[2022.12.21-00.35.23:063][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeHeightfieldCollisionComponent_442': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_5_0
[2022.12.21-00.35.23:063][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeHeightfieldCollisionComponent_443': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_5_0
[2022.12.21-00.35.23:063][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeMaterialInstanceConstant_0': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_5_0
[2022.12.21-00.35.23:063][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeMaterialInstanceConstant_1': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_5_0
[2022.12.21-00.35.23:063][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeMaterialInstanceConstant_2': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_5_0
[2022.12.21-00.35.23:063][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeMaterialInstanceConstant_3': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_5_0
[2022.12.21-00.35.23:063][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeMaterialInstanceConstant_4': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_5_0
[2022.12.21-00.35.23:063][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeMaterialInstanceConstant_6': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_5_0
[2022.12.21-00.35.23:063][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeMaterialInstanceConstant_0EditorOnlyData': LandscapeMaterialInstanceConstant /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_5_0.LandscapeMaterialInstanceConstant_0
[2022.12.21-00.35.23:063][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeMaterialInstanceConstant_1EditorOnlyData': LandscapeMaterialInstanceConstant /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_5_0.LandscapeMaterialInstanceConstant_1
[2022.12.21-00.35.23:063][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeMaterialInstanceConstant_2EditorOnlyData': LandscapeMaterialInstanceConstant /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_5_0.LandscapeMaterialInstanceConstant_2
[2022.12.21-00.35.23:063][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeMaterialInstanceConstant_3EditorOnlyData': LandscapeMaterialInstanceConstant /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_5_0.LandscapeMaterialInstanceConstant_3
[2022.12.21-00.35.23:063][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeMaterialInstanceConstant_4EditorOnlyData': LandscapeMaterialInstanceConstant /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_5_0.LandscapeMaterialInstanceConstant_4
[2022.12.21-00.35.23:063][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeMaterialInstanceConstant_6EditorOnlyData': LandscapeMaterialInstanceConstant /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_5_0.LandscapeMaterialInstanceConstant_6
[2022.12.21-00.35.23:063][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'RootComponent0': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_5_0
[2022.12.21-00.35.23:063][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0': Level /Game/Levels/DemoScene.DemoScene:PersistentLevel
[2022.12.21-00.35.23:063][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'Heightmap_0': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0
[2022.12.21-00.35.23:063][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'AssetImportData': Texture2D /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0.Heightmap_0
[2022.12.21-00.35.23:063][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'Heightmap_1': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0
[2022.12.21-00.35.23:063][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'AssetImportData': Texture2D /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0.Heightmap_1
[2022.12.21-00.35.23:063][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'Heightmap_10': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0
[2022.12.21-00.35.23:063][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'AssetImportData': Texture2D /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0.Heightmap_10
[2022.12.21-00.35.23:063][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'Heightmap_11': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0
[2022.12.21-00.35.23:063][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'AssetImportData': Texture2D /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0.Heightmap_11
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'Heightmap_2': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'AssetImportData': Texture2D /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0.Heightmap_2
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'Heightmap_3': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'AssetImportData': Texture2D /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0.Heightmap_3
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'Heightmap_4': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'AssetImportData': Texture2D /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0.Heightmap_4
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'Heightmap_5': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'AssetImportData': Texture2D /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0.Heightmap_5
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'Heightmap_6': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'AssetImportData': Texture2D /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0.Heightmap_6
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'Heightmap_7': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'AssetImportData': Texture2D /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0.Heightmap_7
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'Heightmap_8': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'AssetImportData': Texture2D /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0.Heightmap_8
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'Heightmap_9': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'AssetImportData': Texture2D /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0.Heightmap_9
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeComponent_196': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeComponent_197': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeComponent_212': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeComponent_213': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeHeightfieldCollisionComponent_452': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeHeightfieldCollisionComponent_453': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeHeightfieldCollisionComponent_468': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeHeightfieldCollisionComponent_469': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeMaterialInstanceConstant_0': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeMaterialInstanceConstant_1': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeMaterialInstanceConstant_2': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeMaterialInstanceConstant_3': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeMaterialInstanceConstant_4': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeMaterialInstanceConstant_6': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeMaterialInstanceConstant_0EditorOnlyData': LandscapeMaterialInstanceConstant /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0.LandscapeMaterialInstanceConstant_0
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeMaterialInstanceConstant_1EditorOnlyData': LandscapeMaterialInstanceConstant /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0.LandscapeMaterialInstanceConstant_1
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeMaterialInstanceConstant_2EditorOnlyData': LandscapeMaterialInstanceConstant /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0.LandscapeMaterialInstanceConstant_2
[2022.12.21-00.35.23:064][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeMaterialInstanceConstant_3EditorOnlyData': LandscapeMaterialInstanceConstant /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0.LandscapeMaterialInstanceConstant_3
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeMaterialInstanceConstant_4EditorOnlyData': LandscapeMaterialInstanceConstant /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0.LandscapeMaterialInstanceConstant_4
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeMaterialInstanceConstant_6EditorOnlyData': LandscapeMaterialInstanceConstant /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0.LandscapeMaterialInstanceConstant_6
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'RootComponent0': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_2_6_0
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0': Level /Game/Levels/DemoScene.DemoScene:PersistentLevel
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'Heightmap_0': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'AssetImportData': Texture2D /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0.Heightmap_0
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'Heightmap_1': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'AssetImportData': Texture2D /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0.Heightmap_1
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'Heightmap_10': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'AssetImportData': Texture2D /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0.Heightmap_10
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'Heightmap_11': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'AssetImportData': Texture2D /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0.Heightmap_11
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'Heightmap_2': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'AssetImportData': Texture2D /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0.Heightmap_2
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'Heightmap_3': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'AssetImportData': Texture2D /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0.Heightmap_3
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'Heightmap_4': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'AssetImportData': Texture2D /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0.Heightmap_4
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'Heightmap_5': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'AssetImportData': Texture2D /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0.Heightmap_5
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'Heightmap_6': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'AssetImportData': Texture2D /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0.Heightmap_6
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'Heightmap_7': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'AssetImportData': Texture2D /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0.Heightmap_7
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'Heightmap_8': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'AssetImportData': Texture2D /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0.Heightmap_8
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'Heightmap_9': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'AssetImportData': Texture2D /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0.Heightmap_9
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeComponent_202': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeComponent_203': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeComponent_218': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeComponent_219': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0
[2022.12.21-00.35.23:065][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeHeightfieldCollisionComponent_458': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0
[2022.12.21-00.35.23:066][152]LoadErrors: Warning: CreateExport: Failed to load Outer for resource 'LandscapeHeightfieldCollisionComponent_459': LandscapeStreamingProxy /Game/Levels/DemoScene.DemoScene:PersistentLevel.LandscapeStreamingProxy_D7T4VF4LBP34PHV9XOEVM5TIG_1_5_6_0
